,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,289.2978150500012,326.8975164125302,inf,122.54530235013627,262.17727346337375,inf,300.7114865934559,90.32453800395066,305.1054802312045,136.69967093520626,479.4853436238916,243.99522731253447,268.8778606934454,147.24823151931636,314.7757255377141,223.00044907376198,184.49660410613836,184.36365551250637,582.0470344169053,inf,204.70565268880554,172.74225529984992,325.72043609214904,52.654129960238116,198.3030744391167,550.8394013714213,inf,147.72323387612738,inf,289.9226608907437,194.68653422001023,inf,259.66673649288623,63.36762184646336,388.868505051274,inf,291.72347394816245,448.8708981624573,154.48100747574853,355.77897738145276,172.00374916572855,109.21327086752476,197.70668696801914,51.105323312588375,269.8404964846418,422.4724555351499,104.23303757992082,279.16613545168804,179.1787479758634,377.08689390174646,243.32799324478344,463.96315533083157,inf,218.59712930778437,538.7494543174504,670.5402777790375,146.07423897232601,176.35183722455338,405.2619349753915,277.91948831920575,343.2153880135456,238.13367660949436,460.8515592233758,568.743428704952,417.44795474875644,165.3823928207293,360.6068759951925,242.44633255732404,0.0,inf,186.9206242649357,134.85028407391212,230.7170955754591,278.7451287800357,0.0,126.04620384291982,1024.4325606581674,inf,1255.7633656241924,372.4864589060903,190.4891541313639,168.66738625607704,259.1158253422072,917.8121416344969,211.12244959499571,176.58186264902722,820.2450799883743,760.9538565475817,356.9211503906258,88.75965823446239,718.3768143885909,231.0736569989703,674.8037473424974,161.74982581258496,1247.038579729662,180.15559416408036,310.3667984800322,203.1868789632966,416.6966366389088,278.8127340790972
1,277.7788690386621,329.1008159727254,inf,120.47092202682042,258.93830722582965,inf,302.38738439527106,75.16115606316183,307.5010905819687,136.3028910640455,476.94599470001106,242.82562482061,265.95875367007835,145.61052443551623,312.3552651466594,224.57630421198547,184.12507290858463,182.61394310199805,575.6993784954161,inf,202.00191835108123,170.4484896709795,325.33222477844384,48.59151236797985,196.65465213891986,542.5070407503599,inf,148.06873224371063,inf,287.2861275815153,230.9545372044964,inf,259.19988464194074,57.50765360748855,388.4397979362539,inf,291.9266381280269,467.02865886679535,130.60280409905096,348.95477005402256,163.37086159029315,108.80172472328267,205.68933638638958,22.066823010131923,287.0238530986016,415.67804568239563,105.21883091996061,279.0949845291994,176.67747259917,376.0803752581862,244.750729969471,470.07260802072653,inf,217.03141167948263,531.2248432881773,666.7182833740388,145.52108609115984,185.4692187304067,401.32578313126055,276.44967931581914,344.6334081991583,215.37645080686784,457.86415224388065,566.2933910913989,395.90223020215456,209.127016026345,356.8994596645963,287.91930162321233,0.0,inf,184.40036427069018,127.3952365253837,230.57277966369136,272.85930964737423,0.0,125.26633070164833,1015.0228867948098,inf,1267.402826970512,370.4353407111659,173.60098518060644,166.3820230998456,263.8491304805383,917.6004689660057,207.388028306635,173.31369146387954,819.076618664574,761.5383213302534,354.39267411862534,87.33309779340398,693.7629241348683,236.61532757095318,685.2722599528631,160.70815621607733,1249.4461835776815,178.04895839380896,305.7436018275628,189.0009800664512,417.36989264138487,277.13479343903737
2,266.71857190162996,331.31896584137576,inf,118.43165568701302,255.73935552558456,inf,304.0726221577041,62.5433520678941,309.9155106537131,135.90726287280526,474.4200941391367,241.66162887273225,263.0713383069762,143.99103206617926,309.95341682772255,226.1632952892933,183.754289884318,180.88083642384504,569.4209484840596,inf,199.3338946997643,168.18518190982107,324.9444761560757,44.84235284089881,195.01993258179684,534.3007209196751,inf,148.4150386705197,inf,284.67357069368603,273.97887824673563,inf,258.7338721385901,52.18959031557007,388.0115634483252,inf,292.1299437969647,485.9209387283024,110.41546606441455,342.2614580537713,155.1712596161983,108.3917293999939,213.99429504332875,9.52825745337849,305.3014403724109,408.9929068712025,106.21394748929345,279.023851740908,174.21111418992237,375.0765432096687,246.18178542379087,476.2625097974535,inf,215.47690861607174,523.805327068167,662.9180738516429,144.97002788535937,195.05796842176656,397.42786160190366,274.9876435654689,346.05728704180393,194.7940174720912,454.8961107201001,563.853907770001,375.4685442724802,264.4423513662057,353.23015945646847,341.9211310511287,0.0,inf,181.91408506622412,120.35233296552019,230.42855402300793,267.09777202956474,0.0,124.49128279190252,1005.6996431813437,inf,1279.15017254418,368.39551711702217,158.21006814327103,164.12762553140084,268.66889956796615,917.3888451150409,203.71966300798886,170.1060074812973,817.9098218455645,762.1232350219875,351.88210990437506,85.92946527627488,669.9923845869141,242.2898999766077,695.9031749753449,159.6731949763969,1251.8584356830872,175.9669564090671,301.1892719075922,175.80549811256142,418.04423642236696,275.46695092021605
3,256.0986616564547,333.55206611002814,inf,116.42690894027179,252.5799240187405,inf,305.76725193337074,52.043782889680045,312.3488881355656,135.51278301865813,471.9075707188911,240.50321259367107,260.21527053955964,142.38955182573548,307.5700374638215,227.76150099892084,183.38425352669984,179.16417788052135,563.2109894227857,inf,196.70111007123535,165.95192758023956,324.55718967358405,41.382465996936915,193.39880186176143,526.2185353031201,inf,148.76215504646137,inf,282.08477218761226,325.0181903067552,inf,258.2686974737808,47.36331890530069,387.5838010664413,inf,292.33339105351257,505.5774505734131,93.34849454668387,335.6965306734689,147.38319659023114,107.98327905373144,222.63457656875102,4.114216625391785,324.7429385649304,402.4152817509274,107.21847546319998,278.952737082192,171.77918531893664,374.0753905851465,247.62120824728507,482.5339200121362,inf,213.93353979242576,516.4894378182325,659.1395250407863,144.42105642282297,205.14245601116113,393.5677990711152,273.5333399584172,347.48704874696466,176.17854273651818,451.9473091181255,561.4249332748916,356.08950135519643,334.38892078524333,349.5985834971529,406.0514845659022,0.0,inf,179.46132848687333,113.69878847359684,230.28441859694334,261.4578916708179,0.0,123.72103025900728,996.4620359339211,inf,1291.0064023061188,366.3669259292877,144.18366137644878,161.9037739817021,273.57671205358076,917.1772700703441,200.11618527336555,166.95769120616623,816.7446871602135,762.7085979675769,349.3893308565071,84.54839218155175,647.0362998487287,248.10056150344295,706.6990118264484,158.6448988916959,1254.27534502007,173.9093001565529,296.70278288730333,163.53128515915097,418.71966973937685,273.8091457504878
4,245.90160345645745,335.80021754484966,inf,114.45609745767304,249.4595244685772,inf,307.4713260649817,43.30684633800687,314.8013718762713,135.1194481684794,469.40835359408976,239.35034923702398,257.3902100386304,140.80588338178853,305.2049850383695,229.37100059019713,183.01496233212546,177.46381137018818,557.0687545849449,inf,194.10309903156673,163.74832761642298,324.1703647801653,38.18953251769906,191.79114701968706,518.2586061645801,inf,149.11008326586264,inf,279.51951600648533,385.56557609942973,inf,257.8043591411726,42.983360554488954,387.1565102701301,inf,292.53697999627605,526.0291091741424,78.91957299757897,329.2575253638364,139.98601732615685,107.57636786258979,231.6237200338032,1.776482061223938,345.4224651516451,395.94344123350487,108.23250385088656,278.88164054843077,169.38120536137723,373.07691023271315,249.06904736389058,488.88791196540154,inf,212.4012254587532,509.2757282002176,655.3825134781647,143.8741638014862,215.74831112408467,389.74522782913954,272.0867276023397,348.92271762012933,159.342054358575,449.0176227178043,559.0064223360627,337.7106682028015,422.83677242407555,346.0043439418652,482.21005707166523,0.0,inf,177.04164254543028,107.41307776781775,230.14037332906742,255.937099727595,0.0,122.95554343300432,987.309278460719,inf,1302.972525485723,364.34950529606795,131.40079169356352,159.7100545666704,278.5741762384902,916.9657438206591,196.5764473446706,163.86764386295013,815.5812122407668,763.2944105120793,346.9142109825687,83.18951593033086,624.866764090248,254.05057587735396,717.6623290074409,157.6232250383467,1256.696920580147,171.87570495129387,292.2831242145952,152.1140209658368,419.3961943527759,272.1613175234439
5,236.11056063842898,338.0635215911745,inf,112.51864680149573,246.37767467010335,inf,309.1848971869593,36.036637531120654,317.27311189329777,134.72725499881906,466.9223722947433,238.20301218459863,254.59582016981807,139.23982863005563,302.8581186268129,230.99187387247454,182.6464148000181,175.77958227249889,550.9935053874979,inf,191.53940229424137,161.57398825157225,323.7840009256726,35.242955169185564,190.19685603543584,510.41908417181656,inf,149.45882522748093,inf,276.9775880582998,457.39228728268307,inf,257.3408556371334,39.00844212905074,386.7296905394933,inf,292.7407107239293,547.3080798692826,66.72093676888817,322.9420268098272,132.96010332386805,107.17099002660208,240.97581116619733,0.7670691169670544,367.41885738520165,389.5756840389142,109.25612250337213,278.8105621350048,167.01670040177046,372.0810950195519,250.52535198360226,495.32557309106653,inf,210.87988643647623,502.1627710906622,651.646916404199,143.3293421492081,226.90248843643732,385.9597837376433,270.647765821176,350.3643180672068,144.11454364895408,446.1069276074655,556.5983298785205,320.28042102881386,534.679605096233,342.44705693327137,572.6528481718174,0.0,inf,174.65458134885336,101.47486556758274,229.9964181629853,250.5328815985553,0.0,122.19479282750937,978.2405913949608,inf,1315.0495606667655,362.34319370605954,119.75121101006773,157.54605901015995,283.6629298028647,916.7542663547324,193.09932176582996,160.83478701221352,814.4193947228429,763.8806730008175,344.4566251826541,81.85247977113876,603.456827624514,260.14328509578775,728.7957247106892,156.60813076914994,1259.1231713721947,169.8658894372597,287.9293003904624,141.4938759386386,420.07381202576977,270.52340619621145
6,226.7093669231187,340.34208037808156,inf,110.61399225778864,243.33389837553995,inf,310.9080182270631,29.98692711109893,319.7642593820114,134.33620019587363,464.44955672407076,237.06117494579826,251.83176795346637,137.6911916695863,300.5292983882341,232.62420121908633,182.2786094328228,174.11133743453897,544.9845113022022,inf,189.0095666389583,159.42852094753798,323.39809756061476,32.523725931486176,188.61581782005305,502.6981479668123,inf,149.80838283451453,inf,274.45877619798557,542.599540607676,inf,256.87818546073447,35.401107258855006,386.3033413552056,inf,292.9445833352151,569.4478291524281,56.40784958953767,316.74766602462563,126.28682073799096,106.76713976765731,250.7055044221384,0.33121360640097414,390.81597284931024,383.31033624795685,110.28942212144969,278.73950183729573,164.6852031403441,371.08793783188503,251.99017160414542,501.84800514224344,inf,209.36944411413918,495.1491592984679,647.9326117590242,142.78658362365786,238.63333617956727,382.2111061950274,269.21641415398545,351.8118745949407,130.34224878517517,443.21510067867837,554.2006110214459,303.7498005031732,676.1055299588368,338.9263425604929,680.0589902888689,0.0,inf,172.29970501609876,95.86494080559842,229.85255304233735,245.24277577920932,0.0,121.43874913857631,969.2552025285519,inf,1327.2385358741028,360.3479299866745,109.13444548964776,155.41138456797324,288.8446403426079,916.5428376613132,189.68370102367928,157.85806217424175,813.2592322454283,764.4673857793797,342.0164492430817,80.53693268627285,582.7804641471499,266.38211130487264,740.1018374354044,155.59957371155448,1261.5541064224828,167.87957554843544,283.6403307447654,131.61519760650629,420.7525245244128,268.8953520872651
7,217.68249972261492,342.635996723003,inf,108.74157867177155,240.3277252207243,inf,312.6407424080249,24.952821882724542,322.27496672492606,133.9462804554581,461.9898371565229,235.9248111570099,249.09772402495545,136.1597787782567,298.2183855570189,234.268063571332,181.91154473600028,172.4589251568992,539.0410497677698,inf,186.51314483151063,157.31154232539174,323.01265413615533,30.014303380305073,187.04792220802662,495.0940037426143,inf,150.158757994613,inf,271.9628702097029,643.6799868592965,inf,256.4163471137456,32.127363379621684,385.8774621985144,inf,293.1485979289451,592.4831773063918,47.68886123912446,310.6721194610237,119.94847095795333,106.36481132941803,260.8280459494332,0.14301508252463138,415.7030091518229,377.14575086222635,111.3324942637232,278.66845965068643,162.38625280067444,370.09743157492284,253.46355601265807,508.456324379896,inf,207.8698204433467,488.2335052865065,644.2394781785009,142.245880412202,250.9706681870205,378.498838102076,267.79263235380995,353.2654118113262,117.88610218105353,440.3420196210458,551.8132210773574,288.07237423175815,854.9394502501104,335.4418248185329,807.6101109933788,0.0,inf,169.9765795970605,90.56515447699951,229.70877791079926,240.0643727407571,0.0,120.68738324356842,960.3523467463257,inf,1339.540488661182,358.3636533021753,99.45892899013415,153.30563395290574,294.1210059158316,916.3314577291532,186.32849719520556,154.93643045962722,812.100722450873,765.0545491936192,339.593559830116,79.24252929964722,562.812539098316,272.77055872156564,751.5833466129386,154.5975117658886,1263.9897347747078,165.91648847034998,279.41524921534125,122.42621898711674,421.43233361761287,267.2770958742529
8,209.0150545105425,344.9453741363638,inf,106.90086028602289,237.35869065242315,inf,314.3831232491925,20.763825436468967,324.8053875010241,133.5574924829781,459.54314423581627,234.7938945809959,246.3933625954548,134.64539838853665,295.92524243458786,235.92354244249088,181.54521921802092,170.82219517988113,533.1624061029808,inf,184.0496955447217,155.22267409691904,322.62767010411216,27.698499529319694,185.49305994961085,487.60488482657837,inf,150.5099526198875,inf,269.48966178929777,763.5906307977489,inf,255.95533910063023,29.156361414884184,385.452052551239,inf,293.3527546039998,616.4503531667918,40.31757109752121,304.7131081398429,113.92824366844427,105.96399897723826,271.3592974777628,0.06175263767626114,442.17484397576504,371.08030737115473,112.38543135472034,278.59743557056095,160.11939503862249,369.109569172813,254.94555528738329,515.1516617638782,inf,206.38093793473055,481.4144408971164,640.56739499025,141.70722473179188,263.94583966610395,374.82262582793936,266.3763803865418,354.7249544260282,106.62032623318082,437.48756291703086,549.4361155512788,273.20410633374286,1081.0760024969204,331.9931315681196,959.0845804445404,0.0,inf,167.68477699260322,85.55836092441204,229.56509271208188,234.99531383259963,0.0,119.94066620003656,951.5312659608933,inf,1351.9564661983609,356.39030315181986,90.64121333537071,151.22841526080634,299.4937555993136,916.1201265470067,183.0326416010285,152.06887220669256,810.9438629848858,765.6421635896553,337.1878344837338,77.9689297861196,543.5287791086856,279.3122156018969,763.2429732417828,153.6019031036026,1266.430065490026,163.97635660205435,275.2531041304044,113.87878731369648,422.11324107713585,265.66857859183443
